x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-940.8997E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+27.8831618E-03
-940.7497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-940.5997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-940.4497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-940.2997E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-940.1497E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.5163276E-03
-939.9997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-939.8497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-939.6997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-939.5497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-939.3997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-939.2497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-939.0997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-938.9497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-938.7997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-938.6497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-938.4997E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-938.3497E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.5163276E-03
-938.1997E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-938.0497E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
